,id_lowongan,asal_situs,link_lowongan
0,21528,karir,https://karir.com/opportunities/1321061
1,21529,karir,https://karir.com/opportunities/1321055
2,27420,karir,https://karir.com/opportunities/1028538
3,41576,karir,https://karir.com/opportunities/1316776
4,41577,karir,https://karir.com/opportunities/1316753
5,41578,karir,https://karir.com/opportunities/1321038
6,41579,karir,https://karir.com/opportunities/1316794
7,41580,karir,https://karir.com/opportunities/1322528
8,41962,karir,https://karir.com/opportunities/1323528
9,42495,jobstreet,https://www.jobstreet.co.id/id/job/technical-sales-representative-pastry-culinary-beverage-specialist-3711542?jobId=jobstreet-id-job-3711542&sectionRank=17&token=0~dc7ffedf-a1d2-440f-96ed-61784d69e943&fr=SRP%20Job%20Listing
10,42498,jobstreet,https://www.jobstreet.co.id/id/job/technical-support-engineer-3711721?jobId=jobstreet-id-job-3711721&sectionRank=28&token=0~dc7ffedf-a1d2-440f-96ed-61784d69e943&fr=SRP%20Job%20Listing
11,42499,jobstreet,https://www.jobstreet.co.id/id/job/technical-engineer-3712390?jobId=jobstreet-id-job-3712390&sectionRank=30&token=0~dc7ffedf-a1d2-440f-96ed-61784d69e943&fr=SRP%20Job%20Listing
12,42785,jobstreet,https://www.jobstreet.co.id/id/job/spv-it-3712123?jobId=jobstreet-id-job-3712123&sectionRank=20&token=0~d7c029f6-5a77-43ba-a42a-6104298b25d2&fr=SRP%20Job%20Listing
13,42852,jobstreet,https://www.jobstreet.co.id/id/job/programmer-3712176?jobId=jobstreet-id-job-3712176&sectionRank=12&token=0~98234f3e-b297-46dd-8b8c-34b60b6a93f5&fr=SRP%20Job%20Listing
14,42937,jobstreet,https://www.jobstreet.co.id/id/job/it-database-administrator-3711685?jobId=jobstreet-id-job-3711685&sectionRank=13&token=0~fcfea4a1-f714-4e7a-b3b0-e031890176c5&fr=SRP%20Job%20Listing
15,42938,jobstreet,https://www.jobstreet.co.id/id/job/database-administrator-3711595?jobId=jobstreet-id-job-3711595&sectionRank=15&token=0~fcfea4a1-f714-4e7a-b3b0-e031890176c5&fr=SRP%20Job%20Listing
16,43011,jobstreet,https://www.jobstreet.co.id/id/job/programmer-3712176?jobId=jobstreet-id-job-3712176&sectionRank=14&token=0~a2b13dd2-417c-42e2-90cd-aa05de053e38&fr=SRP%20Job%20Listing
17,43068,jobstreet,https://www.jobstreet.co.id/id/job/spv-it-3712123?jobId=jobstreet-id-job-3712123&sectionRank=27&token=0~b19ef13b-c8ab-4483-b55e-5dff71165297&fr=SRP%20Job%20Listing
18,43137,jobstreet,https://www.jobstreet.co.id/id/job/programmer-3711448?jobId=jobstreet-id-job-3711448&sectionRank=26&token=0~4d9b4052-944d-4dfc-87aa-f3dcd3c710f3&fr=SRP%20Job%20Listing
19,43150,jobstreet,https://www.jobstreet.co.id/id/job/it-devops-3711880?jobId=jobstreet-id-job-3711880&sectionRank=30&token=0~b575cf87-f031-4a1e-84a3-c17db537809e&fr=SRP%20Job%20Listing
20,43455,jobstreet,https://www.jobstreet.co.id/id/job/kepala-bagian-teknik-maintenance-3712108?jobId=jobstreet-id-job-3712108&sectionRank=22&token=0~dcea0b77-9eb2-4a5b-b754-794a81a8407d&fr=SRP%20Job%20Listing
21,44311,jobstreet,https://www.jobstreet.co.id/id/job/sales-it-consultant-3711659?jobId=jobstreet-id-job-3711659&sectionRank=3&token=0~36b4d7a0-ae8e-401e-be40-c2d0f336892b&fr=SRP%20Job%20Listing
22,44901,jobstreet,https://www.jobstreet.co.id/id/job/it-group-leader-3722221?jobId=jobstreet-id-job-3722221&sectionRank=15&token=0~76efc820-47c1-47c2-bf76-2c4c9acd48a2&fr=SRP%20Job%20Listing
